Key;SNS (m);SPC (m);PPV (m);NPV (m);ACC (m);BACC (m);SNS (o);SPC (o);PPV (o);NPV (o);ACC (o);BACC (o);SNS (CI95%);SPC (CI95%);PPV (CI95%);NPV (CI95%);ACC (CI95%);BACC (CI95%)
Prostate-3H-Block-S7;70.58823529411765;45.45454545454545;66.66666666666666;50;60.71428571428571;58.02139037433155;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S70;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S71;23.52941176470588;100;100;45.83333333333333;53.57142857142857;61.76470588235294;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S72;88.23529411764706;9.090909090909092;60;33.33333333333333;57.14285714285714;48.663101604278076;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S73;88.23529411764706;0;57.692307692307686;0;53.57142857142857;44.11764705882353;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S74;88.23529411764706;63.63636363636363;78.94736842105263;77.77777777777779;78.57142857142857;75.93582887700533;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S75;35.294117647058826;90.9090909090909;85.71428571428571;47.61904761904761;57.14285714285714;63.101604278074866;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S76;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S77;82.35294117647058;72.72727272727273;82.35294117647058;72.72727272727273;78.57142857142857;77.54010695187165;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S78;88.23529411764706;36.36363636363637;68.18181818181817;66.66666666666666;67.85714285714286;62.299465240641716;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S79;17.647058823529413;100;100;44;50;58.82352941176471;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S8;0;100;0;39.285714285714285;39.285714285714285;50;0;0;0;0;0;0;NA;0;NA;0;0;0
Prostate-3H-Block-S80;0;100;0;39.285714285714285;39.285714285714285;50;0;0;0;0;0;0;NA;0;NA;0;0;0
Prostate-3H-Block-S81;94.11764705882352;18.181818181818183;64;66.66666666666666;64.28571428571429;56.14973262032086;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S82;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S83;94.11764705882352;0;59.25925925925925;0;57.14285714285714;47.05882352941176;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S84;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S85;64.70588235294117;18.181818181818183;55.00000000000001;25;46.42857142857143;41.44385026737968;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S86;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S87;23.52941176470588;100;100;45.83333333333333;53.57142857142857;61.76470588235294;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S88;88.23529411764706;9.090909090909092;60;33.33333333333333;57.14285714285714;48.663101604278076;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S89;88.23529411764706;0;57.692307692307686;0;53.57142857142857;44.11764705882353;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S9;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S90;88.23529411764706;63.63636363636363;78.94736842105263;77.77777777777779;78.57142857142857;75.93582887700533;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S91;35.294117647058826;90.9090909090909;85.71428571428571;47.61904761904761;57.14285714285714;63.101604278074866;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S92;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Block-S93;82.35294117647058;72.72727272727273;82.35294117647058;72.72727272727273;78.57142857142857;77.54010695187165;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S94;88.23529411764706;36.36363636363637;68.18181818181817;66.66666666666666;67.85714285714286;62.299465240641716;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S95;17.647058823529413;100;100;44;50;58.82352941176471;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S96;0;100;0;39.285714285714285;39.285714285714285;50;0;0;0;0;0;0;NA;0;NA;0;0;0
Prostate-3H-Block-S97;82.35294117647058;18.181818181818183;60.86956521739131;40;57.14285714285714;50.26737967914438;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S98;58.82352941176471;90.9090909090909;90.9090909090909;58.82352941176471;71.42857142857143;74.8663101604278;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Block-S99;94.11764705882352;0;59.25925925925925;0;57.14285714285714;47.05882352941176;0;0;0;0;0;0;0;NA;0;NA;0;0
