Key;SNS (m);SPC (m);PPV (m);NPV (m);ACC (m);BACC (m);SNS (o);SPC (o);PPV (o);NPV (o);ACC (o);BACC (o);SNS (CI95%);SPC (CI95%);PPV (CI95%);NPV (CI95%);ACC (CI95%);BACC (CI95%)
Prostate-3H-Hinton-S113;82.35294117647058;72.72727272727273;82.35294117647058;72.72727272727273;78.57142857142857;77.54010695187165;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S114;88.23529411764706;54.54545454545454;75;75;75;71.3903743315508;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S115;100;9.090909090909092;62.96296296296296;99.99999999999997;64.28571428571429;54.54545454545454;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S116;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S117;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S118;64.70588235294117;18.181818181818183;55.00000000000001;25;46.42857142857143;41.44385026737968;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S119;100;9.090909090909092;62.96296296296296;99.99999999999997;64.28571428571429;54.54545454545454;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S12;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S120;41.17647058823529;81.81818181818183;77.77777777777779;47.368421052631575;57.14285714285714;61.49732620320856;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S121;88.23529411764706;54.54545454545454;75;75;75;71.3903743315508;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S122;88.23529411764706;54.54545454545454;75;75;75;71.3903743315508;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S123;23.52941176470588;100;100;45.83333333333333;53.57142857142857;61.76470588235294;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S124;64.70588235294117;81.81818181818183;84.61538461538461;60;71.42857142857143;73.2620320855615;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S125;17.647058823529413;90.9090909090909;75;41.66666666666667;46.42857142857143;54.278074866310156;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S126;64.70588235294117;81.81818181818183;84.61538461538461;60;71.42857142857143;73.2620320855615;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S127;88.23529411764706;0;57.692307692307686;0;53.57142857142857;44.11764705882353;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S128;94.11764705882352;0;59.25925925925925;0;57.14285714285714;47.05882352941176;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S13;17.647058823529413;90.9090909090909;75;41.66666666666667;46.42857142857143;54.278074866310156;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S14;23.52941176470588;90.9090909090909;80;43.47826086956522;50;57.21925133689839;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S15;82.35294117647058;27.27272727272727;63.63636363636363;50;60.71428571428571;54.81283422459893;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S16;58.82352941176471;27.27272727272727;55.55555555555556;30;46.42857142857143;43.04812834224599;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S17;70.58823529411765;72.72727272727273;80;61.53846153846154;71.42857142857143;71.65775401069519;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S18;76.47058823529412;72.72727272727273;81.25;66.66666666666666;75;74.59893048128342;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S19;88.23529411764706;18.181818181818183;62.5;50;60.71428571428571;53.20855614973262;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S2;76.47058823529412;72.72727272727273;81.25;66.66666666666666;75;74.59893048128342;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S20;58.82352941176471;90.9090909090909;90.9090909090909;58.82352941176471;71.42857142857143;74.8663101604278;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S21;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S22;100;9.090909090909092;62.96296296296296;99.99999999999997;64.28571428571429;54.54545454545454;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S23;82.35294117647058;0;56.00000000000001;0;50;41.17647058823529;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S24;47.05882352941176;81.81818181818183;80;50;60.71428571428571;64.43850267379679;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S25;94.11764705882352;27.27272727272727;66.66666666666666;75;67.85714285714286;60.6951871657754;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S26;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S27;82.35294117647058;63.63636363636363;77.77777777777779;70;75;72.99465240641712;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S28;100;0;60.71428571428571;0;60.71428571428571;50;0;0;0;0;0;0;0;NA;0;NA;0;0
Prostate-3H-Hinton-S29;17.647058823529413;90.9090909090909;75;41.66666666666667;46.42857142857143;54.278074866310156;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S3;88.23529411764706;18.181818181818183;62.5;50;60.71428571428571;53.20855614973262;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S30;23.52941176470588;90.9090909090909;80;43.47826086956522;50;57.21925133689839;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S31;82.35294117647058;27.27272727272727;63.63636363636363;50;60.71428571428571;54.81283422459893;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S32;58.82352941176471;27.27272727272727;55.55555555555556;30;46.42857142857143;43.04812834224599;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S33;100;18.181818181818183;65.38461538461539;100;67.85714285714286;59.09090909090909;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S34;76.47058823529412;72.72727272727273;81.25;66.66666666666666;75;74.59893048128342;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S35;88.23529411764706;18.181818181818183;62.5;50;60.71428571428571;53.20855614973262;0;0;0;0;0;0;0;0;0;0;0;0
Prostate-3H-Hinton-S36;58.82352941176471;90.9090909090909;90.9090909090909;58.82352941176471;71.42857142857143;74.8663101604278;0;0;0;0;0;0;0;0;0;0;0;0
